iter	Logloss
354	0.2014468935
355	0.2011318794
356	0.201060865
357	0.2009248048
358	0.2005643747
359	0.2004879554
360	0.2002677213
361	0.2001501941
362	0.2000582967
363	0.2000016324
364	0.1998666062
365	0.199771466
366	0.1995806998
367	0.1995054084
368	0.1994532403
369	0.1993359012
370	0.1992792838
371	0.1992155854
372	0.1991460436
373	0.1990358325
374	0.1989243525
375	0.1987803653
376	0.1987103848
377	0.1986152289
378	0.1985130232
379	0.1983534169
380	0.1982880892
381	0.1982095393
382	0.1980652231
383	0.1979799682
384	0.1978898881
385	0.1978120902
386	0.1977154146
387	0.1976599566
388	0.1976026656
389	0.1972056551
390	0.1971384945
391	0.1969389553
392	0.1968588702
393	0.1964892284
394	0.196404506
395	0.1963474031
396	0.1962677096
397	0.1962053742
398	0.1961414564
399	0.1960023414
400	0.1958307505
401	0.1957083199
402	0.1956184278
403	0.1955503115
404	0.1955014646
405	0.1954045227
406	0.1953301087
407	0.1952676479
408	0.1951923723
409	0.1950472728
410	0.1949704775
411	0.1948886378
412	0.1945809554
413	0.194498207
414	0.1944006385
415	0.1943535462
416	0.1942582179
417	0.1941527694
418	0.1940371222
419	0.1939558777
420	0.1938641057
421	0.1938116555
422	0.1937188965
423	0.1936560128
424	0.1935915154
425	0.1933721429
426	0.1932737284
427	0.1931875491
428	0.1931302738
429	0.1929525105
430	0.1928522788
431	0.1927660838
432	0.1926351778
433	0.1924519
434	0.1923817159
435	0.1923259289
436	0.1922624811
437	0.1921110682
438	0.1920678924
439	0.1919922564
440	0.1919404956
441	0.1918661129
442	0.1918083677
443	0.1915313282
444	0.1914753219
445	0.1914304855
446	0.1913650795
447	0.1912435888
448	0.1911747989
449	0.1911053981
450	0.1909845027
451	0.1908619154
452	0.1907118968
453	0.1905908604
454	0.1905236841
455	0.1904623827
456	0.1903922298
457	0.1903077269
458	0.1902513602
459	0.1900864431
460	0.1899530775
461	0.1896962787
462	0.1896242929
463	0.1895048858
464	0.1894123931
465	0.1893345639
466	0.1891867072
467	0.1891143611
468	0.1890683341
469	0.1889873246
470	0.1886397093
471	0.1885777656
472	0.188471236
473	0.1884071303
474	0.1883425233
475	0.1880983827
476	0.1880018638
477	0.1879226403
478	0.1878134945
479	0.1876849697
480	0.1876156002
481	0.1875626331
482	0.1872635201
483	0.1870945925
484	0.1870250506
485	0.1869818278
486	0.1868834447
487	0.1868129158
488	0.1867276139
489	0.1866430952
490	0.1863745155
491	0.186293976
492	0.1862046009
493	0.1861325054
494	0.1860117824
495	0.1859227989
496	0.1857927076
497	0.1857277872
498	0.185678909
499	0.1856002964
500	0.1855118926
501	0.1854518914
502	0.1853968877
503	0.1853394871
504	0.1852757103
505	0.1852143462
506	0.185165092
507	0.1851057801
508	0.1849358185
509	0.1848458167
510	0.1847953091
511	0.1847126861
512	0.184639682
513	0.1845884225
514	0.1845069588
515	0.184454775
516	0.184388805
517	0.1843272528
518	0.1840827519
519	0.1839904785
520	0.1839000694
521	0.1837768241
522	0.1836985876
523	0.1836139279
524	0.1835383546
525	0.1834415851
526	0.1833933335
527	0.1832903915
528	0.1832326149
529	0.1830699693
530	0.1830073989
531	0.1828552653
532	0.1827867731
533	0.1827229964
534	0.1826613346
535	0.1825845393
536	0.1825162038
537	0.1824417428
538	0.1823394587
539	0.1822558331
540	0.1821217625
541	0.1820652549
542	0.1820129771
543	0.181939503
544	0.1818792512
545	0.1817936515
546	0.1816304107
547	0.1815663676
548	0.1814888987
549	0.1814190749
550	0.1811759212
551	0.181079559
552	0.1809621885
553	0.1808965475
554	0.1807658295
555	0.1806911335
556	0.1806161242
557	0.1805508749
558	0.1804856882
559	0.1804316088
560	0.1803589964
561	0.1803017838
562	0.1802423622
563	0.1801733373
564	0.1801112369
565	0.1800430267
566	0.1799709626
567	0.1799100527
568	0.1796531599
569	0.1795832734
570	0.1795217369
571	0.1794428894
572	0.1793856141
573	0.1792249582
574	0.1791565913
575	0.1790945065
576	0.1790390798
577	0.178976243
578	0.1789046019
579	0.1788387259
580	0.178743429
581	0.178649871
582	0.1784963745
583	0.1784305142
584	0.1782437428
585	0.1781782898
586	0.1781127428
587	0.1780566112
588	0.1779846567
589	0.177921914
590	0.17785491
591	0.1777833786
592	0.1777143224
593	0.1776462688
594	0.1775778706
595	0.1775123393
596	0.1774520091
597	0.1773943265
598	0.1773285131
599	0.177275123
600	0.1772008187
601	0.17713676
602	0.1770346326
603	0.1769750231
604	0.1769172778
605	0.1768581383
606	0.1767921213
607	0.1767266683
608	0.1765479493
609	0.1764685848
610	0.1760784047
611	0.1759898129
612	0.1759289344
613	0.1758614291
614	0.1757235361
615	0.1756590857
616	0.1755931
617	0.1755221639
618	0.1754587318
619	0.1753916652
620	0.1753252409
621	0.175248101
622	0.1751890398
623	0.1751290386
624	0.1750583218
625	0.1748896448
626	0.1748192883
627	0.1747617624
628	0.1747024505
629	0.1746426059
630	0.1745809441
631	0.1745090054
632	0.1744505708
633	0.1743927002
634	0.1743310071
635	0.1742035319
636	0.1741304339
637	0.174080318
638	0.174015805
639	0.1739476261
640	0.173884852
641	0.1738212476
642	0.1737172403
643	0.1736572861
644	0.1735890289
645	0.1735159308
646	0.1734516998
647	0.1733939702
648	0.1733318854
649	0.173267905
650	0.1732105357
651	0.1731482473
652	0.1730881834
653	0.1729588283
654	0.1728979498
655	0.1728400636
656	0.172668128
657	0.172602628
658	0.1725426425
659	0.1724830173
660	0.1724207915
661	0.1723668845
662	0.1722321089
663	0.1721624417
664	0.1720957355
665	0.1720354523
666	0.171979023
667	0.171857078
668	0.1716703223
669	0.1716111827
670	0.1715527638
671	0.1715020213
672	0.1714460933
673	0.1713854968
674	0.1713291615
675	0.1712144856
676	0.1711563016
677	0.1711031622
678	0.1710453229
679	0.1709892069
680	0.1706759474
681	0.1706168235
682	0.1705621958
683	0.1705092287
684	0.1704519221
685	0.1703934562
686	0.1703383741
687	0.1702358551
688	0.1701799428
689	0.1701255344
690	0.170070562
691	0.1700170623
692	0.169958001
693	0.1697480125
694	0.1696704966
695	0.1696176549
696	0.1695411259
697	0.1694852292
698	0.169417207
699	0.1693612163
700	0.1693061656
701	0.1692152552
702	0.1691634944
703	0.1690122381
704	0.1689594277
705	0.1689030453
706	0.1687361543
707	0.168680289
708	0.1685267454
709	0.168258103
710	0.1682015797
711	0.1680937969
712	0.1680414877
713	0.167987048
714	0.1679336893
715	0.1678600742
716	0.1678061828
717	0.167752589
718	0.1676986976
719	0.1676478141
720	0.167464552
721	0.1674130732
722	0.1673632863
723	0.1671790215
724	0.1668932404
725	0.1667915047
726	0.1667391955
727	0.1666522016
728	0.1665990309
729	0.16654727
730	0.1664576286
731	0.1664079513
732	0.1663200801
733	0.1662495043
734	0.1659930031
735	0.165941117
736	0.1658735491
737	0.1658217256
738	0.1657704504
739	0.1655047532
740	0.1652360011
741	0.16518435
742	0.1649291491
743	0.1648771533
744	0.1645898839
745	0.1644043345
746	0.1643546102
747	0.1643042907
748	0.1642202577
749	0.1639667331
750	0.1638812745
751	0.1636932185
752	0.1636275618
753	0.1635786836
754	0.1635280821
755	0.1634782638
756	0.163324971
757	0.1632778473
758	0.1632274808
759	0.1631778192
760	0.1630092049
761	0.1629636165
762	0.1629187645
763	0.1628039006
764	0.1625695983
765	0.1625235556
766	0.1624460867
767	0.1623976001
768	0.1622946424
769	0.1622465944
770	0.1621042052
771	0.1620005582
772	0.1619277421
773	0.1618796472
774	0.1616177725
775	0.1614969242
776	0.1614147398
777	0.1613655482
778	0.1613174062
779	0.1612697813
780	0.1611867352
781	0.1611402069
782	0.1610932712
783	0.1609524016
784	0.1607456246
785	0.1606988926
786	0.1605585243
787	0.160511432
788	0.160463901
789	0.1604179523
790	0.1603445879
791	0.1601235705
792	0.1599476401
793	0.1597390145
794	0.1595691156
795	0.1595221643
796	0.1594778762
797	0.1594048878
798	0.1591437494
799	0.1590988191
800	0.1589197398
801	0.1588740731
802	0.1588287667
803	0.1587851052
804	0.1586667791
805	0.1585057002
806	0.158343932
807	0.1582985003
808	0.1582288018
809	0.15815644
810	0.1581132955
811	0.1580683808
812	0.1580234191
813	0.1579770004
814	0.1578741837
815	0.1578299896
816	0.1577837433
817	0.1577400975
818	0.1576956684
819	0.1576279908
820	0.1574664733
821	0.1574223419
822	0.1572678584
823	0.1571243098
824	0.1570802567
825	0.1569311624
826	0.1568658034
827	0.1567117115
828	0.1566680501
829	0.156624655
830	0.1565824035
831	0.1564530798
832	0.1563250407
833	0.1562832121
834	0.1562403497
835	0.1561385826
836	0.1560973338
837	0.1559431949
838	0.1559002071
839	0.1557508935
840	0.1556025824
841	0.1555605189
842	0.1554915097
843	0.1551840467
844	0.1550986664
845	0.1550561173
846	0.1547086273
847	0.1546647152
848	0.1546237327
849	0.1545799929
850	0.1544457344
851	0.1543506097
852	0.1543087029
853	0.1542667961
854	0.1541988678
855	0.154157525
856	0.1541163544
857	0.1540498048
858	0.1539840228
859	0.1539426643
860	0.1539011021
861	0.1537492035
862	0.1537077667
863	0.1536167466
864	0.1535074285
865	0.1534685452
866	0.1533543706
867	0.1533138737
868	0.1532180598
869	0.1531777196
870	0.1531371757
871	0.1530450747
872	0.1530033088
873	0.1529642845
874	0.1528586636
875	0.1527159141
876	0.15265079
877	0.1525673837
878	0.1525272628
879	0.1524252764
880	0.1523854532
881	0.1523217705
882	0.15220393
883	0.151951408
884	0.1519118667
885	0.1517765272
886	0.1517379886
887	0.1516398874
888	0.1515784136
889	0.1515392484
890	0.1515002241
891	0.1513833549
892	0.1512540939
893	0.1512151009
894	0.1511772359
895	0.151035066
896	0.1509778691
897	0.1507884501
898	0.1507512588
899	0.1506165303
900	0.1505773337
901	0.150538983
902	0.150501823
903	0.1504638014
904	0.1504255761
905	0.1503659665
906	0.1503281799
907	0.1502905812
908	0.1502541105
909	0.1501586413
910	0.1499779171
911	0.149838238
912	0.1497129562
913	0.1494655727
914	0.1493414658
915	0.1493039768
916	0.1492669577
917	0.1492297977
918	0.1491938284
919	0.149157201
920	0.1490965418
921	0.1490598518
922	0.1489686281
923	0.1489318284
924	0.1488913785
925	0.1488346358
926	0.1486956618
927	0.1486591911
928	0.1485530219
929	0.1484950416
930	0.1484025019
931	0.1483270853
932	0.1482471098
933	0.1482107488
934	0.1481744817
935	0.1481382617
936	0.148043748
937	0.1479570048
938	0.1477964429
939	0.1477593455
940	0.147700582
941	0.1476647536
942	0.1476277659
943	0.147549169
944	0.1473880274
945	0.1473206005
946	0.1472851794
947	0.1471966816
948	0.1470933166
949	0.1470405218
950	0.1470054924
951	0.1469685517
952	0.1468775316
953	0.1468406536
954	0.1468054362
955	0.146727231
956	0.1466907603
957	0.1466559032
958	0.1464755393
959	0.1464416379
960	0.146354597
961	0.1462195551
962	0.1461694079
963	0.1460671552
964	0.1459301708
965	0.1458151502
966	0.1457504805
967	0.1456920146
968	0.1456572672
969	0.1456230367
970	0.1454114973
971	0.1453756375
972	0.1453398248
973	0.1453066127
974	0.1452722882
975	0.1452369142
976	0.1452026994
977	0.1451636281
978	0.1450966712
979	0.1450340537
980	0.1449989617
981	0.1449149756
982	0.1448624629
983	0.1448275431
984	0.1446001809
985	0.1445635848
986	0.1445307174
987	0.1444546114
988	0.1443991847
989	0.1443655966
990	0.1441447515
991	0.1440535747
992	0.1439708733
993	0.1439364079
994	0.1438501346
995	0.1437986088
996	0.1437410829
997	0.1437067427
998	0.1436442976
999	0.1436114928
